class,line,hits
org.apache.commons.lang3.mutable.MutableBoolean,56,3
org.apache.commons.lang3.mutable.MutableBoolean,57,3
org.apache.commons.lang3.mutable.MutableBoolean,58,3
org.apache.commons.lang3.mutable.MutableBoolean,168,8
