class,line,hits
org.apache.commons.lang3.CharEncoding,95,6
org.apache.commons.lang3.CharEncoding,96,1
org.apache.commons.lang3.CharEncoding,99,5
org.apache.commons.lang3.CharEncoding,100,4
org.apache.commons.lang3.CharEncoding,101,4
