class,line,hits
org.apache.commons.lang3.mutable.MutableFloat,53,1
org.apache.commons.lang3.mutable.MutableFloat,54,1
org.apache.commons.lang3.mutable.MutableFloat,55,1
org.apache.commons.lang3.mutable.MutableFloat,157,1
org.apache.commons.lang3.mutable.MutableFloat,158,1
org.apache.commons.lang3.mutable.MutableFloat,221,1
